person,person_label,person_description,refurl,orderaus,award_name,honsid,date_awarded,sitelink
http://www.wikidata.org/entity/Q17198197,Graeme Innes,Australian human rights advocate,https://honours.pmc.gov.au/honours/awards/880498,http://www.wikidata.org/entity/Q9678710,NA,880498,1995-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Graeme_Innes
http://www.wikidata.org/entity/Q7175927,Peter Montgomery,Australian water polo player,https://honours.pmc.gov.au/honours/awards/1131428,http://www.wikidata.org/entity/Q9678710,NA,1131428,NA,https://en.wikipedia.org/wiki/Peter_Montgomery_(water_polo)
http://www.wikidata.org/entity/Q7175973,Peter Moyes,Education administrator,https://honours.pmc.gov.au/honours/awards/881485,http://www.wikidata.org/entity/Q9678710,NA,881485,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Moyes
http://www.wikidata.org/entity/Q5703155,Helen Silver,Australian public servant,https://honours.pmc.gov.au/honours/awards/1151779,http://www.wikidata.org/entity/Q9684829,NA,1151779,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Helen_Silver
http://www.wikidata.org/entity/Q5787850,Ronald Hanmer,British composer (1917-1994),https://honours.pmc.gov.au/honours/awards/870359,http://www.wikidata.org/entity/Q9678710,NA,870359,NA,https://en.wikipedia.org/wiki/Ronald_Hanmer
http://www.wikidata.org/entity/Q57260637,Colleen O'Reilly,Australian Anglican priest,https://honours.pmc.gov.au/honours/awards/2008251,http://www.wikidata.org/entity/Q9678710,NA,2008251,2021-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Colleen_O%27Reilly
http://www.wikidata.org/entity/Q57558116,Colin Binns,Australian public health specialist,https://honours.pmc.gov.au/honours/awards/2009244,http://www.wikidata.org/entity/Q9684829,NA,2009244,2021-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Colin_Binns
http://www.wikidata.org/entity/Q58146106,Jenny Gregory,Western Australian history professor,https://honours.pmc.gov.au/honours/awards/1141769,http://www.wikidata.org/entity/Q9678710,NA,1141769,2010-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Jenny_Gregory
http://www.wikidata.org/entity/Q59160135,Monica Cavanagh,Australian religious sister,https://honours.pmc.gov.au/honours/awards/2006004,http://www.wikidata.org/entity/Q9682417,NA,2006004,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Monica_Cavanagh
http://www.wikidata.org/entity/Q7359162,Roger Wotton,Australian politician (1919-2012),https://honours.pmc.gov.au/honours/awards/873450,http://www.wikidata.org/entity/Q9678710,NA,873450,1994-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Roger_Wotton
http://www.wikidata.org/entity/Q18389591,Elizabeth Cameron Dalman,Australian choreographer,https://honours.pmc.gov.au/honours/awards/870607,http://www.wikidata.org/entity/Q9682417,NA,870607,1995-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Elizabeth_Cameron_Dalman
http://www.wikidata.org/entity/Q18639131,Greg Bilton,Australian general,https://honours.pmc.gov.au/honours/awards/2006090,http://www.wikidata.org/entity/Q9684829,NA,2006090,NA,https://en.wikipedia.org/wiki/Greg_Bilton
http://www.wikidata.org/entity/Q18645694,Lina Bryans,Australian artist (1909–2000),https://honours.pmc.gov.au/honours/awards/869775,http://www.wikidata.org/entity/Q9682417,NA,869775,1994-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Lina_Bryans
http://www.wikidata.org/entity/Q5606416,Greg Whitby,Australian educator,https://honours.pmc.gov.au/honours/awards/2000265,http://www.wikidata.org/entity/Q9678710,NA,2000265,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Greg_Whitby
http://www.wikidata.org/entity/Q5622665,Guy Warren,Australian artist,https://honours.pmc.gov.au/honours/awards/870520,http://www.wikidata.org/entity/Q9682417,NA,870520,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Guy_Warren_(artist)
http://www.wikidata.org/entity/Q5622665,Guy Warren,Australian artist,https://honours.pmc.gov.au/honours/awards/1149000,http://www.wikidata.org/entity/Q9678710,NA,1149000,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Guy_Warren_(artist)
http://www.wikidata.org/entity/Q1718537,Wenten Rubuntja,Australian artist (1923-2005),https://honours.pmc.gov.au/honours/awards/872296,http://www.wikidata.org/entity/Q9678710,NA,872296,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Wenten_Rubuntja
http://www.wikidata.org/entity/Q18206055,Ian Freckelton,Australian lawyer,https://honours.pmc.gov.au/honours/awards/2009172,http://www.wikidata.org/entity/Q9684829,NA,2009172,2021-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Ian_Freckelton
http://www.wikidata.org/entity/Q6088460,Issy Pilowsky,Australian psychiatrist,https://honours.pmc.gov.au/honours/awards/884078,http://www.wikidata.org/entity/Q9678710,NA,884078,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Issy_Pilowsky
http://www.wikidata.org/entity/Q6106456,J. Malcolm Oades,Australian academic,https://honours.pmc.gov.au/honours/awards/1056049,http://www.wikidata.org/entity/Q9678710,NA,1056049,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/J._Malcolm_Oades
http://www.wikidata.org/entity/Q6112899,Jack Hamilton,Australian rules footballer and sport administrator,https://honours.pmc.gov.au/honours/awards/886450,http://www.wikidata.org/entity/Q9678710,NA,886450,1984-06-11T00:00:00Z,"https://en.wikipedia.org/wiki/Jack_Hamilton_(footballer,_born_1928)"
http://www.wikidata.org/entity/Q6120119,Jacqueline Jarrett Goodnow,Australian psychologist,https://honours.pmc.gov.au/honours/awards/881483,http://www.wikidata.org/entity/Q9680541,NA,881483,1992-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Jacqueline_Jarrett_Goodnow
http://www.wikidata.org/entity/Q7365229,Ronald Riley,Australian field hockey player,https://honours.pmc.gov.au/honours/awards/887171,http://www.wikidata.org/entity/Q9682417,NA,887171,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Ronald_Riley
http://www.wikidata.org/entity/Q61719432,Jennifer M. Webb,archaeologist,https://honours.pmc.gov.au/honours/awards/1769892,http://www.wikidata.org/entity/Q9678710,NA,1769892,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Jennifer_M._Webb
http://www.wikidata.org/entity/Q64569149,Michael Slattery,Royal Australian Naval Reserve officer and lawyer,https://honours.pmc.gov.au/honours/awards/2004896,http://www.wikidata.org/entity/Q9678710,NA,2004896,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Slattery_(admiral)
http://www.wikidata.org/entity/Q64757580,Ray Whitmore,British mining and metallurgical engineer and academic,https://honours.pmc.gov.au/honours/awards/881731,http://www.wikidata.org/entity/Q9678710,NA,881731,1994-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Whitmore
http://www.wikidata.org/entity/Q6140775,James P. Gorman,"American businessman, chairman and CEO of Morgan Stanley",https://honours.pmc.gov.au/honours/awards/2005339,http://www.wikidata.org/entity/Q9684829,NA,2005339,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/James_P._Gorman
http://www.wikidata.org/entity/Q7369551,Ross Oakley,Australian rules footballer and administrator,https://honours.pmc.gov.au/honours/awards/1148184,http://www.wikidata.org/entity/Q9682417,NA,1148184,2013-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ross_Oakley
http://www.wikidata.org/entity/Q7383119,Ruth McColl,Australian judge,https://honours.pmc.gov.au/honours/awards/1055944,http://www.wikidata.org/entity/Q9684829,NA,1055944,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ruth_McColl
http://www.wikidata.org/entity/Q6197164,Jim Nevin,Australian cyclist,https://honours.pmc.gov.au/honours/awards/887065,http://www.wikidata.org/entity/Q9682417,NA,887065,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jim_Nevin
http://www.wikidata.org/entity/Q19787014,Bruce Harold John McKellar,Australian theoretical particle physicist,https://honours.pmc.gov.au/honours/awards/1148817,http://www.wikidata.org/entity/Q9680541,NA,1148817,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bruce_McKellar
http://www.wikidata.org/entity/Q19871273,Julie Bernhardt,Australian physiotherapist,https://honours.pmc.gov.au/honours/awards/2003216,http://www.wikidata.org/entity/Q9678710,NA,2003216,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Julie_Bernhardt
http://www.wikidata.org/entity/Q19871984,Ray Chapman,Australian philatelist,https://honours.pmc.gov.au/honours/awards/886576,http://www.wikidata.org/entity/Q9678710,NA,886576,1994-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Ray_Chapman_(broadcaster_and_philatelist)
http://www.wikidata.org/entity/Q19872597,Louise Cox,Australian architect,https://honours.pmc.gov.au/honours/awards/869621,http://www.wikidata.org/entity/Q9678710,NA,869621,NA,https://en.wikipedia.org/wiki/Louise_Cox_(architect)
http://www.wikidata.org/entity/Q19873808,Peter Hall,financier (1960-),https://honours.pmc.gov.au/honours/awards/1141773,http://www.wikidata.org/entity/Q9678710,NA,1141773,NA,https://en.wikipedia.org/wiki/Peter_Hall_(financier)
http://www.wikidata.org/entity/Q19874350,Kevin Hogan,"Australian rules footballer, born 1934",https://honours.pmc.gov.au/honours/awards/887029,http://www.wikidata.org/entity/Q9682417,NA,887029,1983-06-13T00:00:00Z,"https://en.wikipedia.org/wiki/Kevin_Hogan_(footballer,_born_1934)"
http://www.wikidata.org/entity/Q61465784,Ronald Strahan,Australian zoologist,https://honours.pmc.gov.au/honours/awards/885925,http://www.wikidata.org/entity/Q9678710,NA,885925,1994-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Ronald_Strahan
http://www.wikidata.org/entity/Q64866567,Ann McGrath,Australian historian,https://honours.pmc.gov.au/honours/awards/1769819,http://www.wikidata.org/entity/Q9678710,NA,1769819,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Ann_McGrath
http://www.wikidata.org/entity/Q64866567,Ann McGrath,Australian historian,https://honours.pmc.gov.au/honours/awards/1135013,http://www.wikidata.org/entity/Q9682417,NA,1135013,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Ann_McGrath
http://www.wikidata.org/entity/Q18166629,Robert Story,Australian botanist (1913-1999),https://honours.pmc.gov.au/honours/awards/878443,http://www.wikidata.org/entity/Q9682417,NA,878443,1989-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Story_(botanist)
http://www.wikidata.org/entity/Q3161628,Jan Chapman,Australian film producer,https://honours.pmc.gov.au/honours/awards/1055929,http://www.wikidata.org/entity/Q9684829,NA,1055929,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jan_Chapman
http://www.wikidata.org/entity/Q18687923,Ingrid Scheffer,Australian paediatric neurologist,https://honours.pmc.gov.au/honours/awards/1149977,http://www.wikidata.org/entity/Q9684829,NA,1149977,2014-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Ingrid_Scheffer
http://www.wikidata.org/entity/Q19593762,Isabel McBryde,Australian archaeologist,https://honours.pmc.gov.au/honours/awards/881336,http://www.wikidata.org/entity/Q9684829,NA,881336,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Isabel_McBryde
http://www.wikidata.org/entity/Q6205581,Joan Woodberry,Australian writer (1921-2010),https://honours.pmc.gov.au/honours/awards/869799,http://www.wikidata.org/entity/Q9678710,NA,869799,1981-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Joan_Woodberry
http://www.wikidata.org/entity/Q7647501,Susan Alberti,Australian businesswoman,https://honours.pmc.gov.au/honours/awards/874411,http://www.wikidata.org/entity/Q9678710,NA,874411,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Susan_Alberti
http://www.wikidata.org/entity/Q7647501,Susan Alberti,Australian businesswoman,https://honours.pmc.gov.au/honours/awards/1152651,http://www.wikidata.org/entity/Q9680541,NA,1152651,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Susan_Alberti
http://www.wikidata.org/entity/Q7648762,Susanne Gervay,Australian writer,https://honours.pmc.gov.au/honours/awards/1144431,http://www.wikidata.org/entity/Q9682417,NA,1144431,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Susanne_Gervay
http://www.wikidata.org/entity/Q66057857,Barry Cheales,Australian gymnast,https://honours.pmc.gov.au/honours/awards/886356,http://www.wikidata.org/entity/Q9682417,NA,886356,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Cheales
http://www.wikidata.org/entity/Q5516956,Gai Waterhouse,Australian horse trainer,https://honours.pmc.gov.au/honours/awards/2008282,http://www.wikidata.org/entity/Q9684829,NA,2008282,2021-01-25T00:00:00Z,https://en.wikipedia.org/wiki/Gai_Waterhouse
http://www.wikidata.org/entity/Q5530021,Geff Noblet,Australian cricketer (1916-2006),https://honours.pmc.gov.au/honours/awards/887428,http://www.wikidata.org/entity/Q9682417,NA,887428,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Geff_Noblet
http://www.wikidata.org/entity/Q1796344,Peter Schouten,Australian illustrator,https://honours.pmc.gov.au/honours/awards/1151895,http://www.wikidata.org/entity/Q9678710,NA,1151895,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Schouten
http://www.wikidata.org/entity/Q21095560,Jim McColl,Agriculturalist & Australian rules footballer (1933-2013),https://honours.pmc.gov.au/honours/awards/1146704,http://www.wikidata.org/entity/Q9684829,NA,1146704,2013-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jim_McColl_(footballer)
http://www.wikidata.org/entity/Q21095596,Bruce Peake,Australian rules footballer,https://honours.pmc.gov.au/honours/awards/1040860,http://www.wikidata.org/entity/Q9682417,NA,1040860,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Bruce_Peake
http://www.wikidata.org/entity/Q21165823,David Henry Solomon,Australian chemist,https://honours.pmc.gov.au/honours/awards/886062,http://www.wikidata.org/entity/Q9678710,NA,886062,NA,https://en.wikipedia.org/wiki/David_Henry_Solomon
http://www.wikidata.org/entity/Q21175237,John E. Scanlon,Australian attorney with Australian and international environmental organizations,https://honours.pmc.gov.au/honours/awards/2004434,http://www.wikidata.org/entity/Q9684829,NA,2004434,NA,https://en.wikipedia.org/wiki/John_E._Scanlon
http://www.wikidata.org/entity/Q21338740,Barbara York Main,Australian arachnologist (1929-2019),https://honours.pmc.gov.au/honours/awards/1143736,http://www.wikidata.org/entity/Q9682417,NA,1143736,2011-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barbara_York_Main
http://www.wikidata.org/entity/Q20985508,Naomi Mayers,Australian singer and health worker,https://honours.pmc.gov.au/honours/awards/871835,http://www.wikidata.org/entity/Q9682417,NA,871835,1984-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Naomi_Mayers
http://www.wikidata.org/entity/Q3263659,Louise Asher,Australian politician,https://honours.pmc.gov.au/honours/awards/2011485,http://www.wikidata.org/entity/Q9678710,NA,2011485,2022-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Louise_Asher
http://www.wikidata.org/entity/Q65037284,Barbara Ker Wilson,English-born Australian novelist,https://honours.pmc.gov.au/honours/awards/1056102,http://www.wikidata.org/entity/Q9678710,NA,1056102,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barbara_Ker_Wilson
http://www.wikidata.org/entity/Q68195019,Chrissie Foster,Australian advocate for people impacted by child sexual abuse,https://honours.pmc.gov.au/honours/awards/2002995,http://www.wikidata.org/entity/Q9678710,NA,2002995,NA,https://en.wikipedia.org/wiki/Chrissie_Foster
http://www.wikidata.org/entity/Q69373541,Eileen Baldry,criminologist and social justice researcher,https://honours.pmc.gov.au/honours/awards/2008088,http://www.wikidata.org/entity/Q9684829,NA,2008088,2021-01-25T00:00:00Z,https://en.wikipedia.org/wiki/Eileen_Baldry
http://www.wikidata.org/entity/Q70731997,Elizabeth Mary Chiarella,nursing and midwifery academic,https://honours.pmc.gov.au/honours/awards/2004617,http://www.wikidata.org/entity/Q9678710,NA,2004617,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Mary_Chiarella
http://www.wikidata.org/entity/Q77031697,Alban Lynch,Australian mining engineer,https://honours.pmc.gov.au/honours/awards/884285,http://www.wikidata.org/entity/Q9684829,NA,884285,NA,https://en.wikipedia.org/wiki/Alban_Lynch
http://www.wikidata.org/entity/Q77031697,Alban Lynch,Australian mining engineer,https://honours.pmc.gov.au/honours/awards/884299,http://www.wikidata.org/entity/Q9678710,NA,884299,NA,https://en.wikipedia.org/wiki/Alban_Lynch
http://www.wikidata.org/entity/Q7597831,Stan Perron,Australian businessman (1922-2018),https://honours.pmc.gov.au/honours/awards/2002506,http://www.wikidata.org/entity/Q9680541,NA,2002506,1995-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Stan_Perron
http://www.wikidata.org/entity/Q7924740,Vic Belsham,"New Zealand cricketer, and rugby league footballer and referee (1925-2006)",https://honours.pmc.gov.au/honours/awards/886693,http://www.wikidata.org/entity/Q9678710,NA,886693,1986-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Vic_Belsham
http://www.wikidata.org/entity/Q7934181,Virginia Chadwick,Australian politician (1944-2009),https://honours.pmc.gov.au/honours/awards/1135859,http://www.wikidata.org/entity/Q9684829,NA,1135859,2005-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Virginia_Chadwick
http://www.wikidata.org/entity/Q97357572,Merle Parkes,Australian pioneer nurse educator,https://honours.pmc.gov.au/honours/awards/883420,http://www.wikidata.org/entity/Q9678710,NA,883420,NA,https://en.wikipedia.org/wiki/Merle_Parkes
http://www.wikidata.org/entity/Q98113918,Donald Grant,Australian surveyor and public servant,https://honours.pmc.gov.au/honours/awards/2006072,http://www.wikidata.org/entity/Q9684829,NA,2006072,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Donald_Grant_(surveyor)
http://www.wikidata.org/entity/Q99372732,Alison Mackinnon,Australian historian,https://honours.pmc.gov.au/honours/awards/1139747,http://www.wikidata.org/entity/Q9678710,NA,1139747,2009-01-01T00:00:00Z,https://en.wikipedia.org/wiki/Alison_Mackinnon
http://www.wikidata.org/entity/Q99634458,Lesley Johnson,Australian cultural historian,https://honours.pmc.gov.au/honours/awards/1142683,http://www.wikidata.org/entity/Q9678710,NA,1142683,2010-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Lesley_Johnson
http://www.wikidata.org/entity/Q99957486,Bettina Cass,sociologist and social policy of work and welfare researcher,https://honours.pmc.gov.au/honours/awards/872653,http://www.wikidata.org/entity/Q9684829,NA,872653,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bettina_Cass
http://www.wikidata.org/entity/Q100411632,Karim M. Khan,canadian/Australian sport and exercise medicine physician,https://honours.pmc.gov.au/honours/awards/2004650,http://www.wikidata.org/entity/Q9684829,NA,2004650,NA,https://en.wikipedia.org/wiki/Karim_M._Khan
http://www.wikidata.org/entity/Q100501237,Sue Richardson,Australian economist and labour market researcher (born 1946),https://honours.pmc.gov.au/honours/awards/1144303,http://www.wikidata.org/entity/Q9678710,NA,1144303,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Sue_Richardson_(economist)
http://www.wikidata.org/entity/Q100832600,Cheryl Pearce,Australian army officer,https://honours.pmc.gov.au/honours/awards/1133862,http://www.wikidata.org/entity/Q9678710,NA,1133862,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Cheryl_Pearce
http://www.wikidata.org/entity/Q101513280,Bill Young,Australian cycling administrator,https://honours.pmc.gov.au/honours/awards/886781,http://www.wikidata.org/entity/Q9678710,NA,886781,1986-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Bill_Young_(cycling)
http://www.wikidata.org/entity/Q102122554,Mike Coward,Australian cricket writer,https://honours.pmc.gov.au/honours/awards/1153739,http://www.wikidata.org/entity/Q9678710,NA,1153739,NA,https://en.wikipedia.org/wiki/Mike_Coward
http://www.wikidata.org/entity/Q104234772,June Norma Olley,seafood technologist (1924-2019),https://honours.pmc.gov.au/honours/awards/885937,http://www.wikidata.org/entity/Q9678710,NA,885937,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/June_Norma_Olley
http://www.wikidata.org/entity/Q104234773,Bronwyn Evans,Australian business executive and engineer,https://honours.pmc.gov.au/honours/awards/2009160,http://www.wikidata.org/entity/Q9678710,NA,2009160,2021-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Bronwyn_Evans
http://www.wikidata.org/entity/Q104627086,Rosalie Balkin,"(1950 - ), Barrister, Director, Lawyer, Legal academic, Public servant and Solicitor",https://honours.pmc.gov.au/honours/awards/2000491,http://www.wikidata.org/entity/Q9684829,NA,2000491,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rosalie_Balkin
http://www.wikidata.org/entity/Q104933761,Sally Redman,Australian public health researcher,https://honours.pmc.gov.au/honours/awards/1146715,http://www.wikidata.org/entity/Q9684829,NA,1146715,2013-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Sally_Redman
http://www.wikidata.org/entity/Q105186568,Lynette Selwood,Australian developmental biologist and marsupial researcher,https://honours.pmc.gov.au/honours/awards/1769710,http://www.wikidata.org/entity/Q9684829,NA,1769710,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Lynne_Selwood
http://www.wikidata.org/entity/Q106317144,Frederick Barnes,Senior RAAF officer,https://honours.pmc.gov.au/honours/awards/878481,http://www.wikidata.org/entity/Q9684829,NA,878481,1979-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Frederick_Barnes_(RAAF_officer)
http://www.wikidata.org/entity/Q6244581,John Leo McNamara,Australian historian,https://honours.pmc.gov.au/honours/awards/1057983,http://www.wikidata.org/entity/Q9682417,NA,1057983,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Leo_McNamara
http://www.wikidata.org/entity/Q6249527,John Morrison,"English-born, Australian novelist and short story writer",https://honours.pmc.gov.au/honours/awards/869840,http://www.wikidata.org/entity/Q9678710,NA,869840,NA,https://en.wikipedia.org/wiki/John_Morrison_(writer)
http://www.wikidata.org/entity/Q6228283,John D. Pollard,Australian neurologist and academic,https://honours.pmc.gov.au/honours/awards/1057576,http://www.wikidata.org/entity/Q9684829,NA,1057576,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_D._Pollard
http://www.wikidata.org/entity/Q6227064,John Cootes,Australian rugby union and rugby league footballer,https://honours.pmc.gov.au/honours/awards/2005477,http://www.wikidata.org/entity/Q9682417,NA,2005477,NA,https://en.wikipedia.org/wiki/John_Cootes
http://www.wikidata.org/entity/Q20273952,Ivon Wardle,Australian politician (1919-2013),https://honours.pmc.gov.au/honours/awards/874831,http://www.wikidata.org/entity/Q9682417,NA,874831,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Ivon_Wardle
http://www.wikidata.org/entity/Q20676933,Nancye Hayes,Australian actor,https://honours.pmc.gov.au/honours/awards/1148908,http://www.wikidata.org/entity/Q9678710,NA,1148908,NA,https://en.wikipedia.org/wiki/Nancye_Hayes
http://www.wikidata.org/entity/Q20738069,Keith Rochow,Australian rules footballer,https://honours.pmc.gov.au/honours/awards/1149408,http://www.wikidata.org/entity/Q9682417,NA,1149408,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Keith_Rochow
http://www.wikidata.org/entity/Q9345700,Stephen Garton,Australian historian,https://honours.pmc.gov.au/honours/awards/2007090,http://www.wikidata.org/entity/Q9678710,NA,2007090,2020-06-07T00:00:00Z,https://en.wikipedia.org/wiki/Stephen_Garton
http://www.wikidata.org/entity/Q96631867,Bernadette Tobin,Ethicist,https://honours.pmc.gov.au/honours/awards/1153711,http://www.wikidata.org/entity/Q9684829,NA,1153711,2016-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Bernadette_Tobin
http://www.wikidata.org/entity/Q99010806,Innes Willox,"Australian journalist, diplomat and lobbyist",https://honours.pmc.gov.au/honours/awards/2006762,http://www.wikidata.org/entity/Q9678710,NA,2006762,NA,https://en.wikipedia.org/wiki/Innes_Willox
http://www.wikidata.org/entity/Q99337820,Marjorie Jacobs,Australian historian (1915-2013),https://honours.pmc.gov.au/honours/awards/881236,http://www.wikidata.org/entity/Q9684829,NA,881236,1988-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Marjorie_Jacobs
http://www.wikidata.org/entity/Q99372869,Judith Smart,Australian social historian and feminist,https://honours.pmc.gov.au/honours/awards/2005792,http://www.wikidata.org/entity/Q9678710,NA,2005792,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Judith_Smart
http://www.wikidata.org/entity/Q99542827,Catherine J. Ellis,Australian ethnomusicologist (1935–1996),https://honours.pmc.gov.au/honours/awards/870032,http://www.wikidata.org/entity/Q9678710,NA,870032,1991-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Catherine_Ellis_(ethnomusicologist)
http://www.wikidata.org/entity/Q99555910,Shirley McKechnie,"Australian dancer, choreographer and educator",https://honours.pmc.gov.au/honours/awards/1147748,http://www.wikidata.org/entity/Q9684829,NA,1147748,2013-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Shirley_McKechnie
http://www.wikidata.org/entity/Q99555910,Shirley McKechnie,"Australian dancer, choreographer and educator",https://honours.pmc.gov.au/honours/awards/870470,http://www.wikidata.org/entity/Q9682417,NA,870470,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Shirley_McKechnie
http://www.wikidata.org/entity/Q99591144,Lyndel Prott,"Australian lawyer, legal academic and legal practitioner",https://honours.pmc.gov.au/honours/awards/878285,http://www.wikidata.org/entity/Q9684829,NA,878285,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Lyndel_V._Prott
http://www.wikidata.org/entity/Q99598126,Ann Galbally,Australian art historian and academic,https://honours.pmc.gov.au/honours/awards/1137467,http://www.wikidata.org/entity/Q9678710,NA,1137467,2008-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ann_Galbally
http://www.wikidata.org/entity/Q99887361,Margot Prior,Australian psychologist and autism researcher (1937-2020),https://honours.pmc.gov.au/honours/awards/1055951,http://www.wikidata.org/entity/Q9684829,NA,1055951,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Margot_Prior
http://www.wikidata.org/entity/Q99941823,Anthony J. Costello,Australian urologist and journal editor,https://honours.pmc.gov.au/honours/awards/1150816,http://www.wikidata.org/entity/Q9678710,NA,1150816,2015-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Anthony_J._Costello
http://www.wikidata.org/entity/Q100154153,Roselee Jencke,Australian netball player and coach,https://honours.pmc.gov.au/honours/awards/886857,http://www.wikidata.org/entity/Q9682417,NA,886857,1992-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Roselee_Jencke
http://www.wikidata.org/entity/Q100390073,Stephen Meredith,Australian air force officer,https://honours.pmc.gov.au/honours/awards/1152885,http://www.wikidata.org/entity/Q9678710,NA,1152885,NA,https://en.wikipedia.org/wiki/Stephen_Meredith
http://www.wikidata.org/entity/Q100409477,Brian Dawson,NA,https://honours.pmc.gov.au/honours/awards/1129753,http://www.wikidata.org/entity/Q9678710,NA,1129753,NA,https://en.wikipedia.org/wiki/Brian_Dawson_(general)
http://www.wikidata.org/entity/Q101417358,Tony Bleasdale,Australian politician,https://honours.pmc.gov.au/honours/awards/1141882,http://www.wikidata.org/entity/Q9682417,NA,1141882,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Bleasdale
http://www.wikidata.org/entity/Q102058680,Janet Hailes Michelmore,Australian founder of a women's health service,https://honours.pmc.gov.au/honours/awards/872411,http://www.wikidata.org/entity/Q9684829,NA,872411,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Janet_Hailes_Michelmore
